#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
2350	3336	ENTREZ_GENE	HSPE1	CPN10|EPF|GROES|HSP10	9606	Homo sapiens	-2.579219696	8.460428468	-	-	-	YES	BioGRID ORCS
2350	598	ENTREZ_GENE	BCL2L1	BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52|bcl-xS|bcl-xL	9606	Homo sapiens	-2.066458066	6.663552737	-	-	-	YES	BioGRID ORCS
2350	57654	ENTREZ_GENE	UVSSA	KIAA1530|UVSS3	9606	Homo sapiens	-1.960693702	6.293712189	-	-	-	YES	BioGRID ORCS
2350	79643	ENTREZ_GENE	CHMP6	VPS20|FLJ11749	9606	Homo sapiens	-1.91871455	6.140326898	-	-	-	YES	BioGRID ORCS
2350	1798	ENTREZ_GENE	DPAGT1	ALG7|CDG-Ij|CDG1J|CMS13|CMSTA2|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	9606	Homo sapiens	-1.915224349	6.031663328	-	-	-	YES	BioGRID ORCS
2350	6301	ENTREZ_GENE	SARS	SERRS|SERS	9606	Homo sapiens	-1.824599337	5.637964435	-	-	-	YES	BioGRID ORCS
2350	51119	ENTREZ_GENE	SBDS	CGI-97|SDS|SWDS|FLJ10917	9606	Homo sapiens	-1.751720658	5.571100095	-	-	-	YES	BioGRID ORCS
2350	11051	ENTREZ_GENE	NUDT21	CFIM25|CPSF5	9606	Homo sapiens	-1.715919204	5.215385295	-	-	-	YES	BioGRID ORCS
2350	1938	ENTREZ_GENE	EEF2	EEF-2|EF-2|EF2|SCA26	9606	Homo sapiens	-1.713228136	5.499331174	-	-	-	YES	BioGRID ORCS
2350	8732	ENTREZ_GENE	RNGTT	CAP1A|HCE|HCE1|hCAP	9606	Homo sapiens	-1.677217359	5.55546059	-	-	-	YES	BioGRID ORCS
2350	55192	ENTREZ_GENE	DNAJC17	FLJ10634	9606	Homo sapiens	-1.673453765	5.300942374	-	-	-	YES	BioGRID ORCS
2350	537	ENTREZ_GENE	ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3|ORF	9606	Homo sapiens	-1.665255634	5.44367241	-	-	-	YES	BioGRID ORCS
2350	7507	ENTREZ_GENE	XPA	XP1|XPAC	9606	Homo sapiens	-1.659203294	4.968403918	-	-	-	YES	BioGRID ORCS
2350	1642	ENTREZ_GENE	DDB1	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	9606	Homo sapiens	-1.658561178	4.99681663	-	-	-	YES	BioGRID ORCS
2350	100529241	ENTREZ_GENE	HSPE1-MOB4	HSPE1-PHOCN	9606	Homo sapiens	-1.632662487	5.702578228	-	-	-	YES	BioGRID ORCS
2350	8078	ENTREZ_GENE	USP5	ISOT	9606	Homo sapiens	-1.623309034	4.654086753	-	-	-	YES	BioGRID ORCS
2350	2072	ENTREZ_GENE	ERCC4	ERCC11|FANCQ|RAD1|XFEPS|XPF	9606	Homo sapiens	-1.620639963	5.267767207	-	-	-	YES	BioGRID ORCS
