#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1000	8565	ENTREZ_GENE	YARS	CMTDIC|TYRRS|YRS|YTS	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	7465	ENTREZ_GENE	WEE1	WEE1A|WEE1hu	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	7415	ENTREZ_GENE	VCP	ALS14|CDC48|CMT2Y|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	7329	ENTREZ_GENE	UBE2I	C358B7.1|P18|UBC9	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6637	ENTREZ_GENE	SNRPG	SMG|Sm-G	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6636	ENTREZ_GENE	SNRPF	SMF|Sm-F|snRNP-F	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6635	ENTREZ_GENE	SNRPE	HYPT11|SME|Sm-E|snRNP-E	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6632	ENTREZ_GENE	SNRPD1	HsT2456|SMD1|SNRPD|Sm-D1	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6627	ENTREZ_GENE	SNRPA1	Lea1	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	51639	ENTREZ_GENE	SF3B6	CGI-110|HSPC175|Ht006|P14|SAP14|SAP14a|SF3B14|SF3B14a	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6188	ENTREZ_GENE	RPS3	S3|FLJ27450|FLJ26283	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6235	ENTREZ_GENE	RPS29	DBA13|S29	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6234	ENTREZ_GENE	RPS28	DBA15|S28	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6228	ENTREZ_GENE	RPS23	MABAS|MCINS|PAMAS|S23	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6222	ENTREZ_GENE	RPS18	D6S218E|HKE3|KE-3|KE3|S18	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6209	ENTREZ_GENE	RPS15	RIG|S15	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6208	ENTREZ_GENE	RPS14	EMTB|S14	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6125	ENTREZ_GENE	RPL5	L5|MSTP030|PPP1R135	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6160	ENTREZ_GENE	RPL31	L31	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6156	ENTREZ_GENE	RPL30	L30	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	9349	ENTREZ_GENE	RPL23	L23|rpL17	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	6142	ENTREZ_GENE	RPL18A	L18A	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	84950	ENTREZ_GENE	PRPF38A	PRP38A|Prp38|FLJ14936	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	5431	ENTREZ_GENE	POLR2B	POL2RB|RPB2|hRPB140	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	5424	ENTREZ_GENE	POLD1	CDC2|CRCS10|MDPL|POLD	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	5245	ENTREZ_GENE	PHB	HEL-215|HEL-S-54e|PHB1	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	10471	ENTREZ_GENE	PFDN6	H2-KE2|HKE2|KE-2|PFD6	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	100288332	ENTREZ_GENE	NPIPA5	NPIP	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	100532726	ENTREZ_GENE	NDUFC2-KCTD14	-	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	84316	ENTREZ_GENE	NAA38	LSMD1|PFAAP2	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	4085	ENTREZ_GENE	MAD2L1	HSMAD2|MAD2	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	23658	ENTREZ_GENE	LSM5	YER146W	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	57819	ENTREZ_GENE	LSM2	C6orf28|G7B|YBL026W|snRNP	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	3832	ENTREZ_GENE	KIF11	EG5|HKSP|KNSL1|MCLMR|TRIP5	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	3157	ENTREZ_GENE	HMGCS1	HMGCS	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	8343	ENTREZ_GENE	HIST1H2BF	H2B/g|H2BFG	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	2079	ENTREZ_GENE	ERH	DROER	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	1964	ENTREZ_GENE	EIF1AX	EIF1A|EIF1AP1|EIF4C|eIF-1A|eIF-4C	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	1615	ENTREZ_GENE	DARS	HBSL|aspRS	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	8815	ENTREZ_GENE	BANF1	BAF|BCRP1|D14S1460|NGPS	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
1000	9212	ENTREZ_GENE	AURKB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	9606	Homo sapiens	3.0874390951	-	-	-	-	YES	BioGRID ORCS
