#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
2124	2597	ENTREZ_GENE	GAPDH	G3PD|GAPD|HEL-S-162eP	9606	Homo sapiens	2.64e-09	0.00055	1.0	1.0	-3.7929	YES	BioGRID ORCS
2124	119016	ENTREZ_GENE	AGAP4	AGAP-4|AGAP-8|AGAP8|CTGLF1|CTGLF5|MRIP2|Em:AC012044.1	9606	Homo sapiens	2.86e-09	0.00055	1.0	1.0	-1.9683	YES	BioGRID ORCS
2124	653268	ENTREZ_GENE	AGAP7P	AGAP-7|AGAP7|CTGLF4|bA109G10.1	9606	Homo sapiens	6.03e-09	0.00055	1.0	1.0	-1.7354	YES	BioGRID ORCS
2124	729092	ENTREZ_GENE	AGAP5	CTGLF2|Em:AC073389.1	9606	Homo sapiens	6.83e-09	0.00055	1.0	1.0	-2.2201	YES	BioGRID ORCS
2124	6613	ENTREZ_GENE	SUMO2	HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A	9606	Homo sapiens	7.7e-09	0.00055	0.35695	1.0	-2.2728	YES	BioGRID ORCS
2124	1111	ENTREZ_GENE	CHEK1	CHK1	9606	Homo sapiens	1.31e-08	0.00055	1.0	1.0	-2.1141	YES	BioGRID ORCS
2124	226	ENTREZ_GENE	ALDOA	ALDA|GSD12|HEL-S-87p	9606	Homo sapiens	3.83e-08	0.00055	0.99795	1.0	-3.6878	YES	BioGRID ORCS
2124	1798	ENTREZ_GENE	DPAGT1	ALG7|CDG-Ij|CDG1J|CMS13|CMSTA2|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	9606	Homo sapiens	5.14e-08	0.00055	1.0	1.0	-2.0834	YES	BioGRID ORCS
2124	119016	ENTREZ_GENE	AGAP4	AGAP-4|AGAP-8|AGAP8|CTGLF1|CTGLF5|MRIP2|Em:AC012044.1	9606	Homo sapiens	6.87e-08	0.00055	1.0	1.0	-1.7783	YES	BioGRID ORCS
2124	51367	ENTREZ_GENE	POP5	HSPC004|RPP2|RPP20|hPop5	9606	Homo sapiens	1.33e-07	0.000874	0.99253	1.0	-2.4569	YES	BioGRID ORCS
2124	2972	ENTREZ_GENE	BRF1	BRF|BRF-1|CFDS|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	9606	Homo sapiens	1.53e-07	0.000874	1.0	1.0	-3.244	YES	BioGRID ORCS
2124	55119	ENTREZ_GENE	PRPF38B	NET1|FLJ10330	9606	Homo sapiens	1.74e-07	0.000874	1.0	1.0	-2.8645	YES	BioGRID ORCS
2124	6433	ENTREZ_GENE	SFSWAP	SFRS8|SWAP	9606	Homo sapiens	1.94e-07	0.000874	1.0	1.0	-1.3961	YES	BioGRID ORCS
2124	5531	ENTREZ_GENE	PPP4C	PP-X|PP4|PP4C|PPH3|PPP4|PPX	9606	Homo sapiens	1.95e-07	0.000874	1.0	1.0	-2.0043	YES	BioGRID ORCS
2124	6210	ENTREZ_GENE	RPS15A	S15a	9606	Homo sapiens	1.98e-07	0.000874	0.99997	1.0	-1.6311	YES	BioGRID ORCS
2124	11331	ENTREZ_GENE	PHB2	BAP|BCAP37|Bap37|PNAS-141|REA|hBAP|p22	9606	Homo sapiens	2.12e-07	0.000874	0.89599	1.0	-1.6049	YES	BioGRID ORCS
2124	6161	ENTREZ_GENE	RPL32	L32|PP9932	9606	Homo sapiens	2.22e-07	0.000874	1.0	1.0	-3.529	YES	BioGRID ORCS
