#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
843	8565	ENTREZ_GENE	YARS	CMTDIC|TYRRS|YRS|YTS	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	23160	ENTREZ_GENE	WDR43	NET12|UTP5|KIAA0007	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	7874	ENTREZ_GENE	USP7	HAUSP|TEF1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	728386	ENTREZ_GENE	USP17L5	-	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	59286	ENTREZ_GENE	UBL5	HUB1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	221830	ENTREZ_GENE	TWISTNB	-	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6637	ENTREZ_GENE	SNRPG	SMG|Sm-G	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6635	ENTREZ_GENE	SNRPE	HYPT11|SME|Sm-E|snRNP-E	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	55234	ENTREZ_GENE	SMU1	BWD|SMU-1|fSAP57|FLJ10805	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	51639	ENTREZ_GENE	SF3B6	CGI-110|HSPC175|Ht006|P14|SAP14|SAP14a|SF3B14|SF3B14a	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	10946	ENTREZ_GENE	SF3A3	PRP9|PRPF9|SAP61|SF3a60	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	51187	ENTREZ_GENE	RSL24D1	C15orf15|HRP-L30-iso|L30|RLP24|RPL24|RPL24L|TVAS3	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6202	ENTREZ_GENE	RPS8	S8	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6201	ENTREZ_GENE	RPS7	DBA8|S7	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6191	ENTREZ_GENE	RPS4X	CCG2|DXS306|RPS4|S4|SCAR|SCR10|FLJ40595	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6188	ENTREZ_GENE	RPS3	S3|FLJ27450|FLJ26283	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6234	ENTREZ_GENE	RPS28	DBA15|S28	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6228	ENTREZ_GENE	RPS23	MABAS|MCINS|PAMAS|S23	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6224	ENTREZ_GENE	RPS20	S20	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6223	ENTREZ_GENE	RPS19	DBA|DBA1|S19	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6222	ENTREZ_GENE	RPS18	D6S218E|HKE3|KE-3|KE3|S18	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6210	ENTREZ_GENE	RPS15A	S15a	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6209	ENTREZ_GENE	RPS15	RIG|S15	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6208	ENTREZ_GENE	RPS14	EMTB|S14	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6205	ENTREZ_GENE	RPS11	S11	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6132	ENTREZ_GENE	RPL8	L8	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6129	ENTREZ_GENE	RPL7	L7|humL7-1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6128	ENTREZ_GENE	RPL6	L6|SHUJUN-2|TAXREB107|TXREB1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6125	ENTREZ_GENE	RPL5	L5|MSTP030|PPP1R135	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6168	ENTREZ_GENE	RPL37A	L37A	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	25873	ENTREZ_GENE	RPL36	L36|DKFZp566B023	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6164	ENTREZ_GENE	RPL34	L34	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6160	ENTREZ_GENE	RPL31	L31	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6156	ENTREZ_GENE	RPL30	L30	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6122	ENTREZ_GENE	RPL3	ASC-1|L3|TARBP-B	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6157	ENTREZ_GENE	RPL27A	L27A	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6154	ENTREZ_GENE	RPL26	DBA11|L26	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6143	ENTREZ_GENE	RPL19	L19|FLJ27452|DKFZp779D216	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6142	ENTREZ_GENE	RPL18A	L18A	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6139	ENTREZ_GENE	RPL17	L17|PD-1|RPL23	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6138	ENTREZ_GENE	RPL15	DBA12|EC45|L15|RPL10|RPLY10|RPYL10	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6137	ENTREZ_GENE	RPL13	BBC1|D16S444E|D16S44E|L13	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6136	ENTREZ_GENE	RPL12	L12	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6135	ENTREZ_GENE	RPL11	DBA7|GIG34|L11	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	6117	ENTREZ_GENE	RPA1	HSSB|MST075|REPA1|RF-A|RP-A|RPA70	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	729540	ENTREZ_GENE	RGPD6	RGP6|RGPD7|RanBP2L1|RanBP2L2	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	9978	ENTREZ_GENE	RBX1	BA554C12.1|RNF75|ROC1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	22827	ENTREZ_GENE	PUF60	FIR|RoBPI|SIAHBP1|VRJS	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5694	ENTREZ_GENE	PSMB6	DELTA|LMPY|Y	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5692	ENTREZ_GENE	PSMB4	HN3|HsN3|PROS-26|PROS26	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5690	ENTREZ_GENE	PSMB2	HC7-I	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5684	ENTREZ_GENE	PSMA3	HC8|PSC3	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5683	ENTREZ_GENE	PSMA2	HC3|MU|PMSA2|PSC2	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	84950	ENTREZ_GENE	PRPF38A	PRP38A|Prp38|FLJ14936	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	27339	ENTREZ_GENE	PRPF19	NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	440561	ENTREZ_GENE	PRAMEF6	-	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	23398	ENTREZ_GENE	PPWD1	KIAA0073	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5430	ENTREZ_GENE	POLR2A	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5347	ENTREZ_GENE	PLK1	PLK|STPK13	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5342	ENTREZ_GENE	PLGLB2	PLGP1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	84844	ENTREZ_GENE	PHF5A	INI|Rds3|SAP14b|SF3B7|SF3b14b|bK223H9.2	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	11331	ENTREZ_GENE	PHB2	BAP|BCAP37|Bap37|PNAS-141|REA|hBAP|p22	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	5245	ENTREZ_GENE	PHB	HEL-215|HEL-S-54e|PHB1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	55003	ENTREZ_GENE	PAK1IP1	MAK11|PIP1|WDR84|bA421M1.5|hPIP1|FLJ20624	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	100288332	ENTREZ_GENE	NPIPA5	NPIP	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	51602	ENTREZ_GENE	NOP58	HSPC120|NOP5|NOP5/NOP58	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	4809	ENTREZ_GENE	SNU13	15.5K|FA-1|FA1|NHP2L1|NHPX|OTK27|SNRNP15-5|SPAG12|SSFA1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	4677	ENTREZ_GENE	NARS	ASNRS|NARS1	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	84549	ENTREZ_GENE	MAK16	MAK16L|RBM13	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
843	4085	ENTREZ_GENE	MAD2L1	HSMAD2|MAD2	9606	Homo sapiens	3.22640592247	-	-	-	-	YES	BioGRID ORCS
