#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
972	728386	ENTREZ_GENE	USP17L5	-	9606	Homo sapiens	2.97047231501	-	-	-	-	YES	BioGRID ORCS
972	440561	ENTREZ_GENE	PRAMEF6	-	9606	Homo sapiens	2.95005186853	-	-	-	-	YES	BioGRID ORCS
972	6635	ENTREZ_GENE	SNRPE	HYPT11|SME|Sm-E|snRNP-E	9606	Homo sapiens	2.9241160487	-	-	-	-	YES	BioGRID ORCS
972	51602	ENTREZ_GENE	NOP58	HSPC120|NOP5|NOP5/NOP58	9606	Homo sapiens	2.85644688663	-	-	-	-	YES	BioGRID ORCS
972	10856	ENTREZ_GENE	RUVBL2	CGI-46|ECP-51|ECP51|INO80J|REPTIN|RVB2|TAP54-beta|TIH2|TIP48|TIP49B|Reptin52	9606	Homo sapiens	2.84446996632	-	-	-	-	YES	BioGRID ORCS
972	27258	ENTREZ_GENE	LSM3	SMX4|USS2|YLR438C	9606	Homo sapiens	2.84422502574	-	-	-	-	YES	BioGRID ORCS
972	5431	ENTREZ_GENE	POLR2B	POL2RB|RPB2|hRPB140	9606	Homo sapiens	2.83852969374	-	-	-	-	YES	BioGRID ORCS
972	57647	ENTREZ_GENE	DHX37	DDX37|Dhr1|KIAA1517	9606	Homo sapiens	2.83136081103	-	-	-	-	YES	BioGRID ORCS
972	51095	ENTREZ_GENE	TRNT1	CCA1|CGI-47|MtCCA|RPEM|SIFD	9606	Homo sapiens	2.8255515174	-	-	-	-	YES	BioGRID ORCS
972	10471	ENTREZ_GENE	PFDN6	H2-KE2|HKE2|KE-2|PFD6	9606	Homo sapiens	2.82404026944	-	-	-	-	YES	BioGRID ORCS
972	5905	ENTREZ_GENE	RANGAP1	Fug1|RANGAP|SD|KIAA1835	9606	Homo sapiens	2.8227191152	-	-	-	-	YES	BioGRID ORCS
972	526	ENTREZ_GENE	ATP6V1B2	ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2	9606	Homo sapiens	2.8227191152	-	-	-	-	YES	BioGRID ORCS
972	84262	ENTREZ_GENE	PSMG3	C7orf48|PAC3	9606	Homo sapiens	2.8211275539	-	-	-	-	YES	BioGRID ORCS
972	81620	ENTREZ_GENE	CDT1	DUP|RIS2	9606	Homo sapiens	2.82108403572	-	-	-	-	YES	BioGRID ORCS
972	6202	ENTREZ_GENE	RPS8	S8	9606	Homo sapiens	2.82011731063	-	-	-	-	YES	BioGRID ORCS
972	1072	ENTREZ_GENE	CFL1	CFL|HEL-S-15|cofilin	9606	Homo sapiens	2.8193754327	-	-	-	-	YES	BioGRID ORCS
972	5036	ENTREZ_GENE	PA2G4	EBP1|HG4-1|p38-2G4	9606	Homo sapiens	2.81675007803	-	-	-	-	YES	BioGRID ORCS
