#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
911	84218	ENTREZ_GENE	TBC1D3F	TBC1D3	9606	Homo sapiens	4.23887310289	-	-	-	-	YES	BioGRID ORCS
911	6208	ENTREZ_GENE	RPS14	EMTB|S14	9606	Homo sapiens	3.74466112829	-	-	-	-	YES	BioGRID ORCS
911	1915	ENTREZ_GENE	EEF1A1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	9606	Homo sapiens	3.73486975687	-	-	-	-	YES	BioGRID ORCS
911	6222	ENTREZ_GENE	RPS18	D6S218E|HKE3|KE-3|KE3|S18	9606	Homo sapiens	3.73170711327	-	-	-	-	YES	BioGRID ORCS
911	728386	ENTREZ_GENE	USP17L5	-	9606	Homo sapiens	3.67433733517	-	-	-	-	YES	BioGRID ORCS
911	729574	ENTREZ_GENE	FAM231A	FAM231C	9606	Homo sapiens	3.67134594506	-	-	-	-	YES	BioGRID ORCS
911	3394	ENTREZ_GENE	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	9606	Homo sapiens	3.66745798919	-	-	-	-	YES	BioGRID ORCS
911	51187	ENTREZ_GENE	RSL24D1	C15orf15|HRP-L30-iso|L30|RLP24|RPL24|RPL24L|TVAS3	9606	Homo sapiens	3.66458987977	-	-	-	-	YES	BioGRID ORCS
911	10153	ENTREZ_GENE	CEBPZ	CBF|CBF2|HSP-CBF|NOC1|CTF2	9606	Homo sapiens	3.64981737979	-	-	-	-	YES	BioGRID ORCS
911	6227	ENTREZ_GENE	RPS21	HLDF|S21	9606	Homo sapiens	3.61364372999	-	-	-	-	YES	BioGRID ORCS
911	27258	ENTREZ_GENE	LSM3	SMX4|USS2|YLR438C	9606	Homo sapiens	3.58807368296	-	-	-	-	YES	BioGRID ORCS
